loan_account_number;installment_number;actual_payment_date;scheduled_payment_date;installment_amount;principal_component;interest_component;kkdf_component;bsmv_component;installment_status;remaining_principal;remaining_interest;remaining_kkdf;remaining_bsmv
LOAN_001408;12;;2026-04-07;28670;31120;565.23;0;24.22;A;30350;554.54;0;27.64
LOAN_001408;2;20250607;2025-06-06;29440;24780;4540.22;0;264.55;K;0;0;0;0
LOAN_001408;3;;2025-07-08;29030;23110;4676.14;0;260.69;A;22240;5243.54;0;251.15
LOAN_001408;4;;2025-08-05;29290;20520;4093.23;0;171.47;A;21920;3683.15;0;209.14
LOAN_001408;5;;2025-09-05;26850;26640;3651.81;0;208.53;A;24500;3917.40;0;173.97
LOAN_001408;6;;2025-10-03;28630;25910;2623.27;0;141.13;A;26320;3259.62;0;170.04
LOAN_001408;7;;2025-11-05;28510;27470;2954.22;0;136.75;A;23310;3084.35;0;134.99
LOAN_001408;8;;2025-12-05;26630;23680;2225.22;0;136.21;A;26440;2209.73;0;120.23
LOAN_001408;9;;2026-01-05;31790;26550;2207.28;0;103.02;A;29880;2028.36;0;98.31
LOAN_001765;1;20250508;2025-05-08;13540;9300;2477.96;304.79;101.90;K;0;0;0;0
LOAN_001765;10;;2026-02-06;11170;12740;592.90;86.65;28.77;A;10520;679.74;111.80;30.90
LOAN_001765;11;;2026-03-06;10800;10850;422.94;62.16;19.24;A;11330;362.60;57.23;17.98
LOAN_001765;12;;2026-04-08;13010;12600;211.11;34.35;11.52;A;13210;262.58;32.93;11.13
LOAN_001765;2;20250607;2025-06-06;10880;9730;2137.63;311.57;117.62;K;0;0;0;0
LOAN_001765;3;;2025-07-09;12680;9040;1854.67;338.32;102.42;A;9960;2067.27;323.40;93.43
LOAN_001765;4;;2025-08-06;14040;9680;1447.94;229.31;93.71;A;11610;1660.50;275.90;79.51
LOAN_001765;5;;2025-09-05;12410;9910;1757.64;263.03;87.44;A;11510;1576.38;255.18;91.32
LOAN_001765;6;;2025-10-06;13260;10360;1455.48;221.63;75.87;A;9910;1322.12;223.34;73.86
LOAN_001765;7;;2025-11-06;10750;10550;1140.92;199.54;71.93;A;9660;1455.43;192.50;67.73
LOAN_001765;8;;2025-12-05;12220;11250;1098.98;128.56;51.26;A;10570;921.59;128.67;49.56
LOAN_001765;9;;2026-01-06;14260;9650;827.09;147.88;41.10;A;12150;945.66;117.92;44.75
LOAN_002218;1;20250513;2025-05-09;22790;20470;3874.19;0;244.36;K;0;0;0;0
LOAN_002218;2;20250613;2025-06-09;26390;24170;3726.70;0;165.27;K;0;0;0;0
LOAN_002218;3;;2025-07-10;29190;21930;2553.53;0;106.28;A;22770;2496.04;0;126.90
LOAN_002218;4;;2025-08-07;23490;22640;1002.30;0;60.00;A;25210;957.51;0;55.78
LOAN_000795;1;20250509;2025-05-09;26170;18900;10657.94;0;431.22;K;0;0;0;0
LOAN_000795;10;;2026-02-06;24170;23940;3255.89;0;128.52;A;26080;3139.53;0;141.53
LOAN_000795;11;;2026-03-09;25160;21680;1949.57;0;114.47;A;26640;2263.76;0;93.03
LOAN_000795;12;;2026-04-10;24860;28710;941.62;0;48.93;A;24400;1202.48;0;56.53
LOAN_000795;2;20250609;2025-06-09;27680;18600;8653.36;0;522.49;K;0;0;0;0
LOAN_000795;3;;2025-07-10;27460;19190;9321.82;0;476.71;A;18170;7809.50;0;489.18
LOAN_000795;4;;2025-08-07;24480;18570;7325.89;0;368.07;A;19440;7996.88;0;333.74
LOAN_000795;5;;2025-09-05;24160;20560;6026.35;0;356.40;A;18080;6398.34;0;395.33
LOAN_000795;6;;2025-10-07;23710;20230;7526.64;0;296.76;A;19770;6655.60;0;360.84
LOAN_000795;7;;2025-11-07;27840;20100;5093.01;0;273.90;A;22760;5196.45;0;287.27
LOAN_000795;8;;2025-12-05;30380;23950;4830.31;0;210.83;A;23400;4505.95;0;192.52
LOAN_000795;9;;2026-01-07;27210;21410;4775.51;0;223.28;A;25060;3617.19;0;225.29
LOAN_003153;1;20250508;2025-05-08;9860;5030;6027.73;0;255.94;K;0;0;0;0
LOAN_003153;10;;2026-02-06;11670;9480;1984.74;0;80.22;A;8110;1635.42;0;105.44
LOAN_003153;11;;2026-03-06;11070;9530;1020.62;0;55.92;A;9680;1113.12;0;62.57
LOAN_003153;12;;2026-04-08;10460;8440;596.79;0;39.73;A;10360;592.99;0;36.76
LOAN_003153;2;20250606;2025-06-06;10590;5400;4228.71;0;232.60;K;0;0;0;0
LOAN_003153;3;;2025-07-09;11810;5060;5097.90;0;299.95;A;4350;5751.14;0;242.64
LOAN_003153;4;;2025-08-06;11190;5410;4705.57;0;188.82;A;7070;4799.77;0;186.11
LOAN_003153;5;;2025-09-05;9720;7190;4594.48;0;213.21;A;7100;4076.48;0;232.80
LOAN_003153;6;;2025-10-06;9990;7460;3981.87;0;200.71;A;6990;4117.13;0;215.48
LOAN_003153;7;;2025-11-06;10870;7670;3600.86;0;175.92;A;6700;3809.76;0;169.12
LOAN_003153;8;;2025-12-05;10970;7160;2715.67;0;145.66;A;8490;2561.37;0;132.90
LOAN_003153;9;;2026-01-06;10990;9130;2440.60;0;131.72;A;7420;2300.43;0;127.13
LOAN_002958;1;20250508;2025-05-07;19400;16800;3759.47;631.89;181.21;K;0;0;0;0
LOAN_002958;10;;2026-02-05;18760;16480;1089.18;172.83;60.99;A;17380;975.49;146.41;51.13
LOAN_002958;11;;2026-03-06;18540;19060;674.98;93.34;33.47;A;17190;679.04;86.93;30.76
LOAN_002958;12;;2026-04-07;22050;20500;412.51;53.23;17.32;A;21780;320.00;53.00;19.45
LOAN_002958;2;20250606;2025-06-06;17640;15600;3067.24;539.65;170.71;K;0;0;0;0
LOAN_002958;3;;2025-07-08;20550;17250;3561.66;481.43;176.95;A;13800;3493.13;480.11;188.72
LOAN_002958;4;;2025-08-05;20870;16160;2635.10;348.92;146.03;A;17430;2874.64;365.63;118.39
LOAN_002958;5;;2025-09-05;21720;17610;2858.61;413.79;134.00;A;14540;2488.57;384.90;150.45
LOAN_002958;6;;2025-10-03;20480;15580;2213.95;296.07;101.61;A;16880;2099.46;334.26;109.83
LOAN_002958;7;;2025-11-05;21120;19020;2496.43;296.03;106.66;A;15170;2029.13;362.70;125.18
LOAN_002958;8;;2025-12-05;20620;19340;1795.49;219.81;80.60;A;16310;1901.77;227.71;89.08
LOAN_002958;9;;2026-01-05;17610;16390;1288.26;238.13;71.20;A;16830;1282.69;180.16;65.97
LOAN_001136;1;20250510;2025-05-09;14250;12140;2871.58;0;143.27;K;0;0;0;0
LOAN_001136;10;;2026-02-06;12470;11810;678.68;0;38.37;A;13190;726.55;0;36.66
LOAN_001136;11;;2026-03-09;14730;13620;523.49;0;22.49;A;14220;576.42;0;25.61
LOAN_001136;12;;2026-04-09;14900;12410;244.76;0;11.44;A;15850;232.63;0;10.90
LOAN_001136;2;20250608;2025-06-09;15970;11950;2519.22;0;145.06;K;0;0;0;0
LOAN_001136;3;;2025-07-10;14890;12920;2251.53;0;124.45;A;11670;2115.12;0;134.89
LOAN_001136;4;;2025-08-07;12020;11910;2161.35;0;84.51;A;12980;2222.33;0;94.02
LOAN_001136;5;;2025-09-05;14860;12350;1767.45;0;94.57;A;10650;1729.47;0;101.48
LOAN_001136;6;;2025-10-07;15380;11870;1709.94;0;82.87;A;12110;1996.16;0;74.33
LOAN_001136;7;;2025-11-07;12020;14250;1428.07;0;82.65;A;12580;1587.24;0;81.87
LOAN_001136;8;;2025-12-05;15890;11370;1040.55;0;50.04;A;14600;1034.54;0;52.49
LOAN_001136;9;;2026-01-07;15360;12270;1084.31;0;56.62;A;13060;1044.18;0;58.48
LOAN_004058;1;20250428;2025-04-28;15030;16900;0;0;0;K;0;0;0;0
LOAN_004058;10;;2026-01-27;14610;15480;0;0;0;A;15310;0;0;0
LOAN_004058;11;;2026-02-26;15980;14360;0;0;0;A;13610;0;0;0
LOAN_004058;12;;2026-03-29;14350;14730;0;0;0;A;13020;0;0;0
LOAN_004058;2;20250602;2025-05-29;13660;15630;0;0;0;K;0;0;0;0
LOAN_004058;3;20250630;2025-06-29;15670;15980;0;0;0;K;0;0;0;0
LOAN_004058;4;;2025-07-27;16600;14380;0;0;0;A;15370;0;0;0
LOAN_004058;5;;2025-08-27;13530;13210;0;0;0;A;12800;0;0;0
LOAN_004058;6;;2025-09-26;16170;16160;0;0;0;A;14600;0;0;0
LOAN_004058;7;;2025-10-27;14180;16100;0;0;0;A;15620;0;0;0
LOAN_004058;8;;2025-11-26;13670;14650;0;0;0;A;15910;0;0;0
LOAN_004058;9;;2025-12-27;16740;16320;0;0;0;A;13550;0;0;0
LOAN_000343;1;20250418;2025-04-18;23480;17370;6825.72;0;363.20;K;0;0;0;0
LOAN_000343;10;;2026-01-16;20940;22580;1971.97;0;79.48;A;22460;1797.99;0;91.88
LOAN_000343;11;;2026-02-16;23590;17880;1117.50;0;55.52;A;17700;1186.27;0;52.21
LOAN_000343;12;;2026-03-18;21060;19800;509.23;0;34.08;A;19260;517.19;0;30.27
LOAN_000343;2;20250522;2025-05-16;24790;14550;5808.92;0;236.32;K;0;0;0;0
LOAN_000343;3;20250619;2025-06-18;20420;13740;5458.67;0;261.90;K;0;0;0;0
LOAN_000343;4;;2025-07-18;19400;16720;5057.49;0;243.39;A;18730;4846.20;0;209.01
LOAN_000343;5;;2025-08-15;23970;19210;3693.59;0;223.66;A;20330;4392.61;0;227.02
LOAN_000343;6;;2025-09-16;19720;17410;4390.11;0;214.77;A;18230;4676.60;0;197.28
LOAN_000343;7;;2025-10-16;24350;18680;2875.96;0;190.49;A;16050;3062.48;0;166.21
LOAN_000343;8;;2025-11-14;20960;19570;2742.03;0;134.48;A;19630;2513.74;0;155.59
LOAN_000343;9;;2025-12-16;23300;21980;2546.29;0;125.07;A;16990;2615.18;0;115.87
LOAN_002446;1;20250415;2025-04-11;5960;4550;1678.13;0;78.97;K;0;0;0;0
LOAN_002446;10;;2026-01-09;6010;6080;410.27;0;26.21;A;6800;427.16;0;23.64
LOAN_002446;11;;2026-02-09;5800;6640;309.93;0;15.56;A;6340;284.12;0;13.48
LOAN_002446;12;;2026-03-12;7440;6270;141.03;0;8.19;A;7430;157.83;0;7.23
LOAN_002446;2;20250529;2025-05-09;6600;5560;1312.30;0;78.45;K;0;0;0;0
LOAN_002446;3;20250619;2025-06-11;6760;5370;1301.37;0;73.88;K;0;0;0;0
LOAN_002446;4;;2025-07-11;6570;5310;1262.84;0;58.93;A;5370;1171.50;0;69.90
LOAN_002446;5;;2025-08-08;6150;6220;1086.20;0;51.67;A;6500;1080.87;0;58.93
LOAN_002446;6;;2025-09-09;5950;5490;1116.86;0;51.34;A;5560;907.59;0;58.96
LOAN_002446;7;;2025-10-09;6840;6170;883.66;0;48.41;A;5740;805.60;0;39.68
LOAN_002446;8;;2025-11-07;7680;5440;762.93;0;32.62;A;6000;696.22;0;33.82
LOAN_002446;9;;2025-12-08;6880;5640;574.88;0;31.71;A;5800;551.42;0;30.01
LOAN_004282;1;20250509;2025-05-09;2530;1680;620.66;71.29;31.25;K;0;0;0;0
LOAN_004282;10;;2026-02-09;2270;2240;68.83;11.63;3.88;A;2720;76.57;9.78;3.54
LOAN_004282;2;20250610;2025-06-09;2870;1670;602.46;94.73;30.46;K;0;0;0;0
LOAN_004282;3;;2025-07-10;2860;1820;523.29;82.57;27.70;A;1880;443.13;65.26;24.90
LOAN_004282;4;;2025-08-07;2240;2170;457.31;54.44;17.31;A;1830;346.69;60.56;20.49
LOAN_004282;5;;2025-09-05;2160;1840;361.60;47.98;19.39;A;2300;381.85;47.00;15.99
LOAN_004282;6;;2025-10-07;2370;2140;344.23;49.90;16.88;A;2190;361.14;43.79;18.18
LOAN_004282;7;;2025-11-07;2590;2150;283.02;39.18;14.85;A;2440;233.41;35.17;12.08
LOAN_004282;8;;2025-12-05;2350;2540;180.68;28.31;8.11;A;2320;188.63;23.64;8.91
LOAN_004282;9;;2026-01-07;2290;2500;161.23;18.84;8.31;A;2210;166.72;21.11;7.03
LOAN_004154;1;20250506;2025-05-07;28580;20710;5807.22;788.91;289.48;K;0;0;0;0
LOAN_004154;10;;2026-02-05;25920;24140;1454.97;207.05;68.59;A;28250;1413.56;204.37;71.92
LOAN_004154;11;;2026-03-06;29560;27180;998.42;133.99;46.83;A;29150;975.10;142.12;48.98
LOAN_004154;12;;2026-04-07;29380;30400;528.69;78.16;23.47;A;31190;566.64;74.74;29.12
LOAN_004154;2;20250606;2025-06-06;26180;22240;5532.48;799.76;238.44;K;0;0;0;0
LOAN_004154;3;;2025-07-08;26550;19700;4841.41;712.86;266.55;A;21500;5409.27;820.59;239.41
LOAN_004154;4;;2025-08-05;26780;24150;4018.55;603.32;191.00;A;21260;3768.63;582.47;185.33
LOAN_004154;5;;2025-09-05;25170;23180;4395.55;647.79;200.28;A;24260;3660.65;557.26;210.68
LOAN_004154;6;;2025-10-03;32490;22180;3286.36;425.56;164.53;A;27940;3403.16;486.62;135.65
LOAN_004154;7;;2025-11-05;26230;27150;2871.19;467.64;134.51;A;26120;3261.75;511.81;142.69
LOAN_004154;8;;2025-12-05;25560;29190;2118.99;381.21;126.64;A;29000;2299.91;340.25;105.22
LOAN_004154;9;;2026-01-05;30270;22410;2124.55;315.12;113.35;A;26050;1885.17;256.16;94.51
LOAN_000046;1;20250505;2025-05-09;10490;8560;2001.37;0;89.17;K;0;0;0;0
LOAN_000046;10;;2026-02-06;8270;7810;512.11;0;27.16;A;9630;546.65;0;21.18
LOAN_000046;11;;2026-03-09;10480;8200;294.96;0;18.79;A;9500;336.70;0;15.96
LOAN_000046;12;;2026-04-09;9710;10430;187.27;0;7.64;A;10240;175.29;0;8.63
LOAN_000046;2;20250609;2025-06-09;9780;6930;1486.30;0;75.26;K;0;0;0;0
LOAN_000046;3;;2025-07-10;10510;8790;1673.74;0;67.16;A;8230;1586.73;0;83.79
LOAN_000046;4;;2025-08-07;9890;7680;1329.97;0;72.41;A;8770;1458.23;0;70.62
LOAN_000046;5;;2025-09-05;10360;7140;1087.61;0;60.65;A;7530;1283.08;0;56.04
LOAN_000046;6;;2025-10-07;9390;9310;1200.33;0;53.65;A;7040;1077.39;0;49.96
LOAN_000046;7;;2025-11-07;10270;8840;860.01;0;50.58;A;8210;881.54;0;53.27
LOAN_000046;8;;2025-12-05;8220;9890;752.78;0;37.05;A;7580;841.59;0;40.35
LOAN_000046;9;;2026-01-07;8730;8880;744.01;0;33.67;A;8840;735.23;0;38.52
LOAN_002352;1;20250419;2025-04-18;17320;14690;4970.05;0;292.28;K;0;0;0;0
LOAN_002352;10;;2026-01-16;21840;16390;1835.14;0;85.33;A;19660;1773.88;0;73.31
LOAN_002352;11;;2026-02-16;20720;19330;1233.08;0;47.11;A;18370;984.52;0;58.71
LOAN_002352;12;;2026-03-20;19560;19930;496.61;0;31.46;A;20430;566.22;0;27.61
LOAN_002352;2;20250516;2025-05-16;18650;16020;4328.61;0;215.52;K;0;0;0;0
LOAN_002352;3;20250618;2025-06-18;19290;12380;5154.89;0;260.26;K;0;0;0;0
LOAN_002352;4;;2025-07-18;19130;16650;3928.66;0;227.85;A;14210;4407.27;0;246.53
LOAN_002352;5;;2025-08-15;19000;14270;3681.53;0;185.66;A;14770;3930.73;0;210.34
LOAN_002352;6;;2025-09-16;19850;17740;3790.31;0;188.04;A;18090;4163.70;0;205.90
LOAN_002352;7;;2025-10-16;22290;15480;3009.08;0;132.14;A;16710;2660.76;0;154.41
LOAN_002352;8;;2025-11-14;21110;16020;2521.49;0;127.36;A;19760;2200.99;0;116.21
LOAN_002352;9;;2025-12-16;20070;20130;2330.99;0;118.49;A;19000;1880.30;0;109.49
LOAN_002271;1;20250418;2025-04-18;29320;23710;8211.18;1394.77;442.10;K;0;0;0;0
LOAN_002271;10;;2026-01-16;32720;27700;2233.85;362.92;120.73;A;31740;2472.97;391.46;109.41
LOAN_002271;11;;2026-02-16;34460;28550;1930.05;235.10;77.05;A;24990;1919.00;246.48;95.41
LOAN_002271;12;;2026-03-20;29300;27680;913.32;143.48;42.59;A;31120;881.56;131.99;40.60
LOAN_002271;2;20250516;2025-05-16;29860;23370;6468.22;1206.70;374.52;K;0;0;0;0
LOAN_002271;3;20250618;2025-06-18;32210;23710;6899.34;1031.90;402.69;K;0;0;0;0
LOAN_002271;4;;2025-07-18;34250;20820;7302.65;1071.50;324.38;A;22640;6582.54;877.92;313.85
LOAN_002271;5;;2025-08-15;29250;22840;5041.96;851.38;297.55;A;25200;4864.30;943.74;259.02
LOAN_002271;6;;2025-09-16;28460;26760;5942.06;771.33;319.29;A;21220;5892.22;719.41;257.22
LOAN_002271;7;;2025-10-16;35260;22580;4911.68;659.85;260.34;A;25870;4774.29;641.92;260.07
LOAN_002271;8;;2025-11-14;26690;29290;4180.41;552.44;180.09;A;24820;3826.80;544.89;164.59
LOAN_002271;9;;2025-12-16;30200;28580;3585.37;532.42;161.86;A;25200;3161.77;475.92;171.92
LOAN_000429;1;20250508;2025-05-08;23070;21070;5023.02;0;225.29;K;0;0;0;0
LOAN_000429;10;;2026-02-06;26710;22200;1455.91;0;67.31;A;23910;1318.20;0;64.44
LOAN_000429;11;;2026-03-06;28010;20170;809.24;0;40.76;A;25480;849.69;0;39.07
LOAN_000429;12;;2026-04-08;25290;22240;450.77;0;26.80;A;26860;519.46;0;20.88
LOAN_000429;2;20250608;2025-06-06;22940;22180;4782.60;0;203.06;K;0;0;0;0
LOAN_000429;3;;2025-07-09;26090;17290;4261.93;0;208.70;A;18420;4373.66;0;209.36
LOAN_000429;4;;2025-08-06;24920;23190;3443.54;0;186.95;A;18590;3497.75;0;185.92
LOAN_000429;5;;2025-09-05;22700;20430;3265.45;0;138.32;A;22320;3634.10;0;141.10
LOAN_000429;6;;2025-10-06;26040;18340;2882.77;0;159.21;A;24470;2843.75;0;146.79
LOAN_000429;7;;2025-11-06;23080;24030;2775.66;0;134.80;A;20350;2796.30;0;138.82
LOAN_000429;8;;2025-12-05;25750;24850;1881.59;0;89.89;A;24670;2262.87;0;107.16
LOAN_000429;9;;2026-01-06;23500;23460;1644.66;0;93.82;A;23400;1879.16;0;78.76
LOAN_000228;1;20250507;2025-05-08;10160;8350;1957.72;0;96.02;K;0;0;0;0
LOAN_000228;10;;2026-02-06;10000;9800;498.06;0;24.71;A;9100;562.65;0;25.12
LOAN_000228;11;;2026-03-06;10580;8820;333.08;0;16.47;A;8710;332.66;0;14.40
LOAN_000228;12;;2026-04-08;8860;10040;191.82;0;10.19;A;8970;202.44;0;9.79
LOAN_000228;2;20250609;2025-06-06;9740;6960;1565.18;0;83.14;K;0;0;0;0
LOAN_000228;3;;2025-07-09;10120;7210;1679.87;0;74.37;A;7310;1514.27;0;73.54
LOAN_000228;4;;2025-08-06;10190;7230;1375.06;0;63.38;A;8170;1242.82;0;58.26
LOAN_000228;5;;2025-09-05;10090;7990;1332.71;0;61.20;A;7600;1258.07;0;68.22
LOAN_000228;6;;2025-10-06;8120;8820;1285.48;0;63.25;A;7780;1191.87;0;64.72
LOAN_000228;7;;2025-11-06;10440;8550;867.92;0;45.93;A;9560;1034.96;0;51.07
LOAN_000228;8;;2025-12-05;9380;8800;671.81;0;33.46;A;9500;691.95;0;36.93
LOAN_000228;9;;2026-01-06;8040;9150;719.83;0;35.27;A;8310;675.57;0;38.63
LOAN_002267;1;20250508;2025-05-08;8800;7450;1544.64;207.46;72.55;K;0;0;0;0
LOAN_002267;10;;2026-02-06;7910;8030;513.66;64.78;20.98;A;7340;424.67;67.45;24.86
LOAN_002267;11;;2026-03-06;7470;8880;286.34;41.51;15.64;A;7340;301.46;38.76;14.10
LOAN_002267;12;;2026-04-08;7900;7270;176.45;22.58;7.17;A;9540;145.51;22.84;8.44
LOAN_002267;2;20250607;2025-06-06;8130;5860;1252.22;232.89;78.03;K;0;0;0;0
LOAN_002267;3;;2025-07-09;8720;7420;1382.68;252.61;68.25;A;7790;1333.48;237.71;69.37
LOAN_002267;4;;2025-08-06;9710;8140;1082.80;155.99;63.06;A;6470;1255.61;185.98;61.04
LOAN_002267;5;;2025-09-05;8530;7240;1191.81;170.71;59.92;A;6910;1027.32;150.20;58.38
LOAN_002267;6;;2025-10-06;9320;6730;1138.94;139.35;48.45;A;7450;1085.06;155.49;55.46
LOAN_002267;7;;2025-11-06;8710;6980;1012.37;117.23;37.99;A;8400;965.04;116.06;44.12
LOAN_002267;8;;2025-12-05;9880;8540;614.25;106.52;36.30;A;7630;727.01;93.46;34.76
LOAN_002267;9;;2026-01-06;9030;6810;530.44;95.95;32.67;A;7190;601.35;93.13;34.70
LOAN_003526;1;20250429;2025-04-29;5940;4090;1924.93;273.41;79.46;K;0;0;0;0
LOAN_003526;10;;2026-01-28;5930;5350;529.28;77.56;27.09;A;5650;533.65;73.24;29.48
LOAN_003526;11;;2026-02-27;6800;4920;356.68;56.22;15.12;A;5200;299.51;50.99;17.26
LOAN_003526;12;;2026-03-30;6280;5360;147.28;23.83;8.59;A;6300;161.80;25.37;7.37
LOAN_003526;2;20250530;2025-05-30;6870;3670;1414.96;254.03;73.89;K;0;0;0;0
LOAN_003526;3;20250701;2025-06-30;6170;4150;1627.61;217.07;68.49;K;0;0;0;0
LOAN_003526;4;;2025-07-28;6540;5070;1276.16;170.22;69.66;A;4610;1055.63;171.87;53.29
LOAN_003526;5;;2025-08-28;6800;4450;1326.01;193.41;65.05;A;4000;1371.41;156.46;56.54
LOAN_003526;6;;2025-09-26;5420;4960;901.47;148.93;52.44;A;4490;980.80;172.59;52.34
LOAN_003526;7;;2025-10-28;6340;5040;898.10;159.58;50.46;A;4650;885.11;153.21;43.25
LOAN_003526;8;;2025-11-27;6020;4490;803.81;132.75;36.65;A;5480;693.72;112.42;35.01
LOAN_003526;9;;2025-12-26;6220;5100;692.66;78.67;34.34;A;6170;599.61;95.03;33.34
LOAN_003540;1;20250427;2025-04-28;8420;7690;1932.70;317.97;97.36;K;0;0;0;0
LOAN_003540;10;;2026-01-27;9980;9180;486.57;86.91;30.76;A;7800;560.79;91.66;29.83
LOAN_003540;11;;2026-02-26;8310;10520;380.97;58.72;21.38;A;10190;336.34;49.13;20.57
LOAN_003540;12;;2026-03-29;10010;8850;219.84;28.04;8.46;A;8620;193.07;28.96;8.87
LOAN_003540;2;20250529;2025-05-29;10130;7530;2046.56;328.09;84.02;K;0;0;0;0
LOAN_003540;3;20250627;2025-06-29;9290;8380;1998.43;253.56;79.33;K;0;0;0;0
LOAN_003540;4;;2025-07-27;10080;8930;1649.02;215.76;82.41;A;8600;1413.86;247.45;80.14
LOAN_003540;5;;2025-08-27;8890;7630;1301.88;211.66;61.26;A;7200;1591.18;190.02;74.54
LOAN_003540;6;;2025-09-26;10450;8510;1264.81;180.46;58.49;A;7490;1185.48;190.20;52.61
LOAN_003540;7;;2025-10-27;11060;9540;1129.08;158.52;57.42;A;8140;1092.47;175.03;59.90
LOAN_003540;8;;2025-11-26;9060;9870;1015.30;146.14;45.16;A;9890;1000.47;144.19;49.22
LOAN_003540;9;;2025-12-27;9840;7820;660.62;98.31;34.97;A;8890;696.24;106.15;40.21
LOAN_001537;1;20250407;2025-04-11;23320;13190;9204.32;1301.67;487.23;K;0;0;0;0
LOAN_001537;10;;2026-01-09;21890;20670;3359.05;534.98;175.73;A;22690;3116.18;545.55;160.77
LOAN_001537;11;;2026-02-09;21190;21140;2237.95;306.18;114.96;A;23440;2113.04;307.44;107.73
LOAN_001537;12;;2026-03-13;26460;19860;1211.65;178.99;53.48;A;22290;1072.50;161.08;60.25
LOAN_001537;2;20250508;2025-05-09;22490;11970;7720.48;1469.81;375.77;K;0;0;0;0
LOAN_001537;3;20250611;2025-06-11;25580;12620;8787.01;1234.73;505.85;K;0;0;0;0
LOAN_001537;4;;2025-07-11;20920;12620;7796.61;1354.53;430.20;A;13760;7832.11;1066.41;371.77
LOAN_001537;5;;2025-08-08;27050;15420;6905.56;945.55;382.59;A;16420;5928.42;1155.25;360.65
LOAN_001537;6;;2025-09-09;26900;14320;6731.40;1190.73;389.51;A;14030;7158.57;1058.16;363.90
LOAN_001537;7;;2025-10-09;23280;18280;6562.09;870.66;302.97;A;15980;5975.30;980.37;296.30
LOAN_001537;8;;2025-11-07;26570;18910;4384.21;624.61;205.50;A;17200;4592.23;797.33;217.54
LOAN_001537;9;;2025-12-08;23710;17300;3698.02;618.93;207.12;A;18130;4637.15;651.24;238.02
LOAN_003213;1;20250428;2025-04-25;67930;60390;19655.53;0;1104.82;K;0;0;0;0
LOAN_003213;10;;2026-01-23;79520;58420;5715.55;0;328.78;A;66020;5404.96;0;317.35
LOAN_003213;11;;2026-02-23;72920;70560;4301.45;0;225.21;A;68470;4216.97;0;198.34
LOAN_003213;12;;2026-03-28;78820;65430;2077.59;0;124.29;A;82740;2300.89;0;123.74
LOAN_003213;2;20250525;2025-05-23;79270;61740;17406.30;0;961.91;K;0;0;0;0
LOAN_003213;3;20250625;2025-06-25;77320;50970;18593.74;0;1072.56;K;0;0;0;0
LOAN_003213;4;;2025-07-25;83370;62820;15995.24;0;932.63;A;65640;16860.89;0;801.74
LOAN_003213;5;;2025-08-22;69340;60530;12938.82;0;690.13;A;57320;14285.75;0;664.42
LOAN_003213;6;;2025-09-23;81320;62620;13614.80;0;769.66;A;65410;14505.04;0;686.15
LOAN_003213;7;;2025-10-23;69490;70540;11076.38;0;630.67;A;66190;10493.42;0;516.15
LOAN_003213;8;;2025-11-21;73740;65690;9562.70;0;489.16;A;69380;9951.11;0;491.69
LOAN_003213;9;;2025-12-23;79580;65000;7074.22;0;404.60;A;74220;7482.36;0;393.28
LOAN_004253;1;20250511;2025-05-09;9460;6770;1815.41;0;88.01;K;0;0;0;0
LOAN_004253;10;;2026-02-06;10630;7730;521.01;0;25.25;A;9960;518.82;0;21.90
LOAN_004253;11;;2026-03-09;8760;8880;377.86;0;17.08;A;9300;294.01;0;14.90
LOAN_004253;12;;2026-04-09;10570;9500;185.87;0;9.48;A;8230;147.85;0;9.37
LOAN_004253;2;20250610;2025-06-09;8180;7900;1460.56;0;95.78;K;0;0;0;0
LOAN_004253;3;;2025-07-10;8440;7430;1430.18;0;74.27;A;7700;1493.17;0;81.52
LOAN_004253;4;;2025-08-07;10380;7290;1199.63;0;60.61;A;7450;1233.60;0;60.29
LOAN_004253;5;;2025-09-05;8120;7000;1333.04;0;56.27;A;9110;1342.83;0;54.29
LOAN_004253;6;;2025-10-07;8040;8960;994.11;0;56.05;A;8250;1087.58;0;56.16
LOAN_004253;7;;2025-11-07;9880;7200;1098.15;0;55.17;A;7420;861.97;0;42.47
LOAN_004253;8;;2025-12-05;9740;9130;692.45;0;34.77;A;9280;696.27;0;34.73
LOAN_004253;9;;2026-01-07;10270;7550;726.76;0;34.77;A;8870;650.14;0;30.75
LOAN_003738;1;20250508;2025-05-08;9220;6910;1840.88;0;89.10;K;0;0;0;0
LOAN_003738;10;;2026-02-06;9130;10030;489.75;0;24.38;A;9290;534.84;0;28.29
LOAN_003738;11;;2026-03-06;10260;8600;283.50;0;16.81;A;7920;341.70;0;13.58
LOAN_003738;12;;2026-04-08;8270;9210;179.46;0;8.98;A;10140;196.60;0;9.49
LOAN_003738;2;20250607;2025-06-06;8120;7760;1814.90;0;82.89;K;0;0;0;0
LOAN_003738;3;;2025-07-09;8490;7240;1689.03;0;92.70;A;7470;1694.16;0;91.51
LOAN_003738;4;;2025-08-06;10220;7120;1424.75;0;69.98;A;7560;1182.45;0;73.47
LOAN_003738;5;;2025-09-05;8670;7220;1414.40;0;66.84;A;8930;1378.31;0;67.52
LOAN_003738;6;;2025-10-06;9950;8170;1143.15;0;48.07;A;7660;1020.19;0;59.46
LOAN_003738;7;;2025-11-06;10800;9470;947.32;0;49.91;A;8730;847.17;0;47.05
