loan_account_number;customer_type;customer_id;loan_product_type;loan_status_code;loan_status_flag;days_past_due;final_maturity_date;total_installment_count;outstanding_installment_count;paid_installment_count;first_payment_date;original_loan_amount;outstanding_principal_balance;nominal_interest_rate;total_interest_amount;kkdf_rate;kkdf_amount;bsmv_rate;bsmv_amount;grace_period_months;installment_frequency;loan_start_date;loan_closing_date;customer_region_code;sector_code;internal_credit_rating;default_probability;risk_class;customer_segment;internal_rating;external_rating
LOAN_003865;V;CUST_00047;4;A;A;0;20250906;0;1;0;20250906;5310;5510;0;0;0;0;5.13;0;0;1;20250623;;REGION_1;19;11;0.1911;2;4;11;582
LOAN_003866;V;CUST_02080;4;A;A;0;20260311;11;9;3;20250411;494230;451220;4.04;13070.76;0;0;5.09;637.33;0;1;20250311;;REGION_7;19;13;0.1265;2;4;7;490
LOAN_003867;T;CUST_00005;4;A;A;0;20250913;1;1;0;20250913;23250;20420;0;0;0;0;4.70;0;0;1;20250630;;REGION_5;19;14;0.0925;2;4;14;668
LOAN_003868;T;CUST_02081;4;A;A;50;20260317;12;9;3;20250417;426380;308660;2.80;5101.54;0;0;4.60;261.29;0;1;20250317;;REGION_1;19;11;0.1256;2;4;7;569
LOAN_003869;T;CUST_00005;4;A;A;0;20250914;1;0;0;20250914;4790;5580;0;0;0;0;4.84;0;0;1;20250701;;REGION_5;19;15;0.1133;2;4;8;24
LOAN_003870;V;CUST_00447;4;A;A;0;20251024;3;4;0;20250725;91360;91420;5.84;1767.70;0;0;4.51;97.68;0;1;20250626;;REGION_1;19;14;0.0656;2;4;10;654
LOAN_003871;V;CUST_00001;4;A;A;0;20250909;0;0;0;20250909;5600;5570;0;0;0;0;4.98;0;0;1;20250626;;REGION_1;19;12;0.0536;2;4;3;616
LOAN_003872;T;CUST_00057;4;A;A;0;20251127;4;5;0;20250728;51790;49500;3.57;212.37;0;0;5.47;10.93;0;1;20250630;;REGION_28;19;14;0.2063;2;4;15;585
LOAN_003873;T;CUST_00659;4;A;A;0;20250731;1;1;1;20250703;24270;14310;4.80;22.37;16.45;3.13;4.91;1.00;0;1;20250602;;REGION_22;19;13;0.1466;2;4;4;60
LOAN_003874;T;CUST_02082;4;A;A;50;20260311;11;9;2;20250411;586970;405810;2.15;7046.17;0;0;4.54;389.71;0;1;20250311;;REGION_33;19;15;0.0888;2;4;14;545
LOAN_003875;T;CUST_02083;4;A;A;0;20250927;2;2;0;20250728;206530;224730;4.72;1331.45;0;0;5.29;53.31;0;1;20250630;;REGION_10;19;12;0.0547;2;4;11;19
LOAN_003876;T;CUST_02084;4;A;A;0;20251025;3;3;0;20250725;35770;39550;2.18;154.28;14.23;22.34;5.27;8.81;0;1;20250627;;REGION_6;19;11;0.1205;2;4;7;32
LOAN_003877;V;CUST_00001;4;A;A;0;20250825;0;1;0;20250825;51810;53510;0;0;0;0;4.60;0;0;1;20250611;;REGION_1;19;15;0.1947;2;4;10;277
LOAN_003878;T;CUST_01299;4;A;A;0;20260326;12;9;2;20250425;93350;85430;5.11;1558.83;0;0;5.38;76.67;0;1;20250326;;REGION_13;19;12;0.2334;2;4;8;11
LOAN_003879;T;CUST_02085;4;A;A;0;20260411;11;9;1;20250509;94190;92960;3.03;2081.68;15.67;325.22;4.72;114.24;0;1;20250411;;REGION_6;19;11;0.0537;2;4;13;514
LOAN_003880;T;CUST_02086;4;A;A;0;20251211;5;6;0;20250714;45160;43220;0;0;16.14;0;4.54;0;0;1;20250613;;REGION_21;19;11;0.2423;2;4;1;157
LOAN_003881;T;CUST_02087;4;A;A;0;20251225;6;6;0;20250725;87810;97410;4.57;1083.86;0;0;4.58;49.32;0;1;20250627;;REGION_1;19;12;0.0501;2;4;1;394
LOAN_003882;V;CUST_02088;4;A;A;0;20250816;4;1;1;20250516;115380;52630;6.51;1819.91;0;0;4.68;93.65;0;1;20250418;;REGION_45;19;11;0.2453;2;4;5;763
LOAN_003883;T;CUST_00005;4;A;A;0;20250913;1;0;0;20250913;8970;9110;0;0;0;0;5.43;0;0;1;20250630;;REGION_5;19;12;0.1050;2;4;10;789
LOAN_003884;V;CUST_00720;4;A;A;27;20260410;12;9;1;20250509;136270;109620;3.02;2705.34;0;0;5.02;140.71;0;1;20250410;;REGION_6;19;11;0.1535;2;4;3;397
LOAN_003885;T;CUST_02089;4;A;A;0;20260318;13;8;3;20250417;89880;85550;2.61;1255.34;0;0;5.30;55.09;0;1;20250317;;REGION_6;19;12;0.1016;2;4;4;63
LOAN_003886;V;CUST_02090;4;A;A;28;20260408;12;10;1;20250508;201000;194670;1.84;2809.37;0;0;4.80;143.47;0;1;20250408;;REGION_17;19;13;0.2246;2;4;15;592
LOAN_003887;T;CUST_02091;4;A;A;47;20260316;13;8;2;20250416;452800;359460;4.65;9156.60;0;0;5.43;400.50;0;1;20250316;;REGION_6;19;11;0.0978;2;4;4;359
LOAN_003888;V;CUST_02092;4;A;A;0;20251204;6;6;0;20250707;481500;563950;4.42;21306.43;0;0;5.40;854.37;0;1;20250606;;REGION_22;19;12;0.1566;2;4;9;969
LOAN_003889;V;CUST_00034;4;A;A;0;20250910;0;1;0;20250910;50710;45280;0;0;0;0;4.64;0;0;1;20250627;;REGION_17;19;12;0.0643;2;4;6;199
LOAN_003890;T;CUST_02093;4;A;A;0;20251023;3;3;0;20250725;81880;70920;5.63;1438.30;0;0;4.66;59.88;0;1;20250625;;REGION_4;19;15;0.1283;2;4;8;648
LOAN_003891;V;CUST_00019;4;A;A;0;20250906;0;0;0;20250906;4110;5450;0;0;0;0;4.56;0;0;1;20250623;;REGION_13;19;12;0.0563;2;4;2;407
LOAN_003892;T;CUST_02094;4;A;A;0;20251204;6;5;0;20250707;55970;49150;0;0;14.92;0;4.75;0;0;1;20250606;;REGION_4;19;13;0.1168;2;4;2;282
LOAN_003893;T;CUST_02095;4;A;A;0;20260313;9;8;0;20250613;43750;51740;2.06;682.20;0;0;5.13;34.67;0;1;20250513;;REGION_22;19;13;0.1016;2;4;7;857
LOAN_003894;T;CUST_00002;4;A;A;0;20250828;0;0;0;20250828;10490;9090;0;0;0;0;4.60;0;0;1;20250614;;REGION_2;19;15;0.2202;2;4;14;992
LOAN_003895;V;CUST_02096;4;A;A;47;20260421;11;9;2;20250521;330230;269320;2.93;3804.03;0;0;4.77;159.11;0;1;20250421;;REGION_6;19;14;0.0611;2;4;3;898
LOAN_003896;T;CUST_02097;4;A;A;0;20251225;5;6;0;20250725;57370;49460;1.98;247.19;0;0;4.60;11.21;0;1;20250627;;REGION_17;19;13;0.0673;2;4;3;243
LOAN_003897;V;CUST_00004;4;A;A;0;20250820;0;0;0;20250820;10670;9410;0;0;0;0;4.71;0;0;1;20250606;;REGION_4;19;15;0.0701;2;4;14;394
LOAN_003898;V;CUST_00034;4;A;A;0;20250904;1;0;0;20250904;21930;26510;0;0;0;0;4.55;0;0;1;20250621;;REGION_17;19;14;0.1712;2;4;9;656
LOAN_003899;T;CUST_00162;4;A;A;0;20250914;0;0;0;20250914;6390;7080;0;0;0;0;5.20;0;0;1;20250701;;REGION_1;19;12;0.1654;2;4;7;819
LOAN_003900;V;CUST_00019;4;A;A;0;20250901;0;0;0;20250901;9520;7960;0;0;0;0;5.31;0;0;1;20250618;;REGION_13;19;13;0.0598;2;4;5;110
LOAN_003901;V;CUST_00047;4;A;A;0;20250908;1;0;0;20250908;29520;26840;0;0;0;0;4.81;0;0;1;20250625;;REGION_1;19;11;0.1161;2;4;2;48
LOAN_003902;T;CUST_02098;4;A;A;0;20251029;4;3;0;20250729;133860;139730;4.50;682.78;0;0;4.84;34.05;0;1;20250701;;REGION_29;19;13;0.1150;2;4;14;558
LOAN_003903;T;CUST_02099;4;A;A;78;20260318;10;8;3;20250418;184520;166240;3.02;2516.15;0;0;5.32;131.40;0;1;20250318;;REGION_12;19;14;0.0545;2;4;2;568
LOAN_003904;T;CUST_02100;4;A;A;0;20251208;5;6;0;20250711;25410;24900;4.76;1091.14;0;0;5.12;46.90;0;1;20250610;;REGION_17;19;14;0.1827;2;4;6;209
LOAN_003905;V;CUST_00004;4;A;A;0;20250905;0;1;0;20250905;16660;14100;0;0;0;0;5.01;0;0;1;20250622;;REGION_4;19;13;0.1885;2;4;6;528
LOAN_003906;T;CUST_02101;4;A;A;0;20251224;6;5;0;20250725;54660;51400;3.52;530.65;0;0;5.02;26.96;0;1;20250626;;REGION_1;19;11;0.1905;2;4;15;34
LOAN_003907;V;CUST_00004;4;A;A;0;20250827;0;0;0;20250827;46770;42930;0;0;0;0;4.53;0;0;1;20250613;;REGION_4;19;14;0.1659;2;4;6;651
LOAN_003908;T;CUST_02102;4;A;A;0;20260421;9;10;0;20250722;42580;49380;1.89;388.32;0;0;4.64;18.92;0;1;20250621;;REGION_1;1;12;0.1595;2;4;11;510
LOAN_003909;T;CUST_02103;4;A;A;0;20250818;1;2;0;20250721;36540;44980;4.21;867.13;0;0;5.44;40.88;0;1;20250620;;REGION_20;1;13;0.2169;2;4;8;460
LOAN_003910;T;CUST_02104;4;A;A;48;20260417;11;9;1;20250516;108630;99780;4.62;3104.92;0;0;5.28;139.92;0;1;20250417;;REGION_1;1;11;0.0661;2;4;14;535
LOAN_003911;T;CUST_02105;4;A;A;0;20260523;12;10;1;20250623;43660;42190;2.10;336.13;0;0;5.22;14.64;0;1;20250523;;REGION_17;1;11;0.1730;2;4;8;637
LOAN_003912;V;CUST_00426;4;A;A;0;20250809;1;2;0;20250711;220040;241360;6.99;13980.46;0;0;5.17;528.80;0;1;20250611;;REGION_8;1;15;0.1335;2;4;12;979
LOAN_003913;V;CUST_00034;4;A;A;0;20250908;0;0;0;20250908;50640;42170;0;0;0;0;4.53;0;0;1;20250625;;REGION_17;1;15;0.1095;2;4;2;124
LOAN_003914;V;CUST_00047;4;A;A;0;20250828;1;1;0;20250828;37540;32510;0;0;0;0;5.43;0;0;1;20250614;;REGION_1;1;11;0.0511;2;4;3;320
LOAN_003915;V;CUST_02106;4;A;A;0;20260408;12;10;2;20250508;276650;241630;1.96;4202.40;0;0;5.41;199.15;0;1;20250408;;REGION_20;1;14;0.1821;2;4;8;910
LOAN_003916;T;CUST_02107;4;A;A;0;20260310;9;9;1;20250610;52920;50790;4.59;1745.41;0;0;4.79;105.67;0;1;20250510;;REGION_7;1;15;0.0645;2;4;12;83
LOAN_003917;T;CUST_02108;4;A;A;0;20260328;12;9;3;20250425;180510;172670;2.81;1228.89;13.89;198.94;4.90;64.35;0;1;20250328;;REGION_6;1;15;0.1056;2;4;10;329
LOAN_003918;T;CUST_00542;4;A;A;0;20250825;0;0;0;20250825;50700;42850;0;0;0;0;5.49;0;0;1;20250611;;REGION_1;1;13;0.2508;2;4;5;20
LOAN_003919;V;CUST_02109;4;A;A;0;20251211;6;6;0;20250714;440890;406130;5.46;18296.18;0;0;4.61;789.54;0;1;20250613;;REGION_1;1;11;0.1632;2;4;1;930
LOAN_003920;T;CUST_02110;4;A;A;51;20260320;11;8;2;20250418;214700;172120;2.75;2070.82;0;0;4.68;110.01;0;1;20250320;;REGION_22;1;12;0.1035;2;4;15;501
LOAN_003921;T;CUST_01447;4;A;A;0;20260319;12;8;3;20250419;102800;71380;2.92;1044.15;14.37;156.21;5.23;65.60;0;1;20250319;;REGION_6;1;15;0.1017;2;4;12;92
LOAN_003922;V;CUST_00019;4;A;A;0;20250830;1;1;0;20250830;1910;2090;0;0;0;0;4.56;0;0;1;20250616;;REGION_13;1;13;0.0757;2;4;11;789
LOAN_003923;T;CUST_02111;4;A;A;0;20250929;2;2;0;20250730;812830;658420;3.10;1639.12;0;0;5.25;71.22;0;1;20250702;;REGION_17;1;13;0.2559;2;4;14;235
LOAN_003924;T;CUST_02112;4;A;A;53;20260415;10;9;2;20250515;226650;184150;2.86;3072.06;16.43;437.20;5.45;156.67;0;1;20250415;;REGION_1;1;14;0.0876;2;4;14;760
LOAN_003925;T;CUST_02113;4;A;A;0;20251213;5;6;0;20250716;42980;49180;0;0;0;0;4.89;0;0;1;20250615;;REGION_1;1;14;0.2018;2;4;7;91
LOAN_003926;T;CUST_02114;4;A;A;0;20260526;12;11;0;20250626;46460;46980;3.24;420.48;0;0;5.01;17.06;0;1;20250526;;REGION_10;1;12;0.2294;2;4;14;595
LOAN_003927;T;CUST_02115;4;A;A;0;20260407;12;9;1;20250507;290180;218660;1.70;3751.43;14.13;725.81;4.76;239.78;0;1;20250407;;REGION_4;1;13;0.2002;2;4;9;362
LOAN_003928;T;CUST_02116;4;A;A;27;20260407;13;10;2;20250507;439820;378530;1.76;6186.44;0;0;5.12;271.79;0;1;20250407;;REGION_1;1;12;0.2243;2;4;8;52
LOAN_003929;V;CUST_02117;4;A;A;57;20260310;12;9;2;20250410;180820;161570;2.21;2986.88;0;0;5.30;125.14;0;1;20250310;;REGION_17;1;13;0.2297;2;4;10;911
LOAN_003930;V;CUST_00037;4;A;A;0;20250912;1;1;0;20250912;16810;14950;0;0;0;0;5.47;0;0;1;20250629;;REGION_1;1;14;0.0513;2;4;3;701
LOAN_003931;T;CUST_00005;4;A;A;0;20250903;1;1;0;20250903;35660;38300;0;0;0;0;4.72;0;0;1;20250620;;REGION_5;1;14;0.2569;2;4;12;996
LOAN_003932;T;CUST_02118;4;A;A;0;20260420;9;9;0;20250722;16630;18470;5.24;409.83;0;0;5.47;17.54;0;1;20250621;;REGION_6;1;11;0.0933;2;4;14;322
LOAN_003933;V;CUST_00271;4;A;A;0;20250928;3;2;0;20250729;123990;99930;7.50;690.52;0;0;4.81;41.28;0;1;20250701;;REGION_24;1;13;0.0539;2;4;15;125
LOAN_003934;V;CUST_00004;4;A;A;0;20250817;1;1;0;20250817;43190;41160;0;0;0;0;5.29;0;0;1;20250603;;REGION_4;1;13;0.2102;2;4;3;576
LOAN_003935;T;CUST_01090;4;A;A;0;20250916;2;3;0;20250718;42340;37880;4.45;1167.73;0;0;4.91;46.54;0;1;20250618;;REGION_10;1;15;0.1708;2;4;14;178
LOAN_003936;T;CUST_02119;4;A;A;13;20251020;5;4;0;20250620;106880;85410;4.54;2092.86;0;0;5.10;101.40;0;1;20250522;;REGION_20;1;11;0.0599;2;4;14;286
LOAN_003937;V;CUST_00034;4;A;A;0;20250906;1;1;0;20250906;4550;5090;0;0;0;0;4.61;0;0;1;20250623;;REGION_17;1;14;0.1943;2;4;12;964
LOAN_003938;T;CUST_02120;4;A;A;0;20260409;12;10;2;20250509;97300;87960;1.76;1233.96;14.91;163.48;5.45;61.15;0;1;20250409;;REGION_6;1;11;0.1195;2;4;10;450
LOAN_003939;T;CUST_00054;4;A;A;0;20250827;0;1;0;20250827;7280;6050;0;0;0;0;5.10;0;0;1;20250613;;REGION_1;1;15;0.1438;2;4;6;667
LOAN_003940;T;CUST_01149;4;A;A;50;20260214;10;8;2;20250516;38750;35130;5.51;1290.61;0;0;5.05;63.14;0;1;20250416;;REGION_33;1;13;0.2100;2;4;7;20
LOAN_003941;V;CUST_00019;4;A;A;0;20250907;1;1;0;20250907;44150;36370;0;0;0;0;5.03;0;0;1;20250624;;REGION_13;1;12;0.1899;2;4;10;848
LOAN_003942;V;CUST_00001;4;A;A;0;20250908;1;0;0;20250908;43180;47330;0;0;0;0;5.35;0;0;1;20250625;;REGION_1;1;11;0.1226;2;4;9;183
LOAN_003943;T;CUST_00005;4;A;A;0;20250906;1;1;0;20250906;19650;21950;0;0;0;0;5.04;0;0;1;20250623;;REGION_5;1;15;0.2471;2;4;6;470
LOAN_003944;T;CUST_02121;4;A;A;57;20260407;12;9;1;20250507;187030;149160;1.94;2852.23;0;0;4.51;154.13;0;1;20250407;;REGION_39;1;13;0.0708;2;4;7;622
LOAN_003945;V;CUST_00082;4;A;A;0;20250825;1;0;0;20250825;21380;18870;0;0;0;0;5.15;0;0;1;20250611;;REGION_31;1;15;0.1477;2;4;5;254
LOAN_003946;T;CUST_02122;4;A;A;52;20260106;9;7;2;20250508;76150;58550;1.90;1062.45;14.84;178.74;4.54;52.05;0;1;20250408;;REGION_1;1;14;0.1158;2;4;6;830
LOAN_003947;V;CUST_00013;4;A;A;0;20250904;1;0;0;20250904;19660;24040;0;0;0;0;5.23;0;0;1;20250621;;REGION_9;1;12;0.2086;2;4;11;780
LOAN_003948;T;CUST_00005;4;A;A;0;20250830;0;1;0;20250830;44200;38480;0;0;0;0;4.74;0;0;1;20250616;;REGION_5;1;14;0.1437;2;4;7;789
LOAN_003949;V;CUST_00019;4;A;A;0;20250827;0;1;0;20250827;77730;78110;0;0;0;0;5.12;0;0;1;20250613;;REGION_13;1;14;0.2060;2;4;8;791
LOAN_003950;V;CUST_00047;4;A;A;0;20250911;1;1;0;20250911;4400;3770;0;0;0;0;5.45;0;0;1;20250628;;REGION_1;1;11;0.0633;2;4;11;645
LOAN_003951;T;CUST_02123;4;A;A;0;20260426;11;10;1;20250526;51130;42680;3.06;319.98;14.16;49.18;4.66;14.84;0;1;20250426;;REGION_1;1;12;0.0558;2;4;3;958
LOAN_003952;T;CUST_02124;4;A;A;45;20260316;11;9;3;20250416;255680;255420;5.31;7205.79;0;0;5.23;429.47;0;1;20250316;;REGION_20;1;13;0.1646;2;4;14;283
LOAN_003953;T;CUST_02125;4;A;A;0;20260409;11;10;1;20250509;162300;115950;1.78;1810.64;0;0;4.77;88.87;0;1;20250409;;REGION_22;1;11;0.2604;2;4;14;984
LOAN_003954;V;CUST_00034;4;A;A;0;20250915;1;0;0;20250915;47980;41430;0;0;0;0;5.36;0;0;1;20250702;;REGION_17;1;13;0.2622;2;4;7;637
LOAN_003955;T;CUST_00170;4;A;A;0;20250715;3;1;2;20250414;153840;38440;4.41;1198.63;0;0;5.39;69.01;0;1;20250314;;REGION_28;1;14;0.1230;2;4;5;454
LOAN_003956;T;CUST_02126;4;A;A;29;20260307;11;9;3;20250407;197970;166050;5.21;7296.24;0;0;4.69;391.92;0;1;20250307;;REGION_1;1;13;0.2112;2;4;9;128
LOAN_003957;T;CUST_02127;4;A;A;0;20260411;11;9;2;20250509;206870;190090;5.48;8298.90;0;0;5.17;431.96;0;1;20250411;;REGION_6;1;15;0.0771;2;4;8;469
LOAN_003958;V;CUST_00039;4;A;A;0;20250914;2;3;0;20250717;258380;209730;6.84;8597.94;0;0;4.75;437.58;0;1;20250616;;REGION_20;1;11;0.0621;2;4;14;199
LOAN_003959;V;CUST_00004;4;A;A;0;20250816;0;0;0;20250816;41570;38850;0;0;0;0;4.89;0;0;1;20250602;;REGION_4;1;14;0.0740;2;4;7;351
LOAN_003960;T;CUST_00542;4;A;A;0;20250901;1;0;0;20250901;42270;39980;0;0;0;0;4.99;0;0;1;20250618;;REGION_1;1;11;0.1486;2;4;13;241
LOAN_003961;T;CUST_00502;4;A;A;0;20260424;10;9;1;20250523;59540;49580;4.51;874.64;14.07;154.80;5.23;48.15;0;1;20250424;;REGION_1;1;15;0.2394;2;4;7;466
LOAN_003962;V;CUST_02128;4;A;A;0;20251229;6;6;0;20250729;892520;980040;7.09;6987.18;0;0;4.52;358.02;0;1;20250701;;REGION_6;1;15;0.1910;2;4;12;26
LOAN_003963;T;CUST_02129;4;A;A;0;20260408;11;9;1;20250508;225360;184950;1.94;2532.59;14.34;484.34;4.89;128.51;0;1;20250408;;REGION_1;1;11;0.2274;2;4;5;331
LOAN_003964;V;CUST_02130;4;A;A;85;20251205;8;6;3;20250407;216310;133150;2.13;2547.51;0;0;4.58;139.12;0;1;20250307;;REGION_6;1;13;0.1186;2;4;8;845
LOAN_003965;T;CUST_00005;4;A;A;0;20250903;1;0;0;20250903;20150;17370;0;0;0;0;4.97;0;0;1;20250620;;REGION_5;1;11;0.0723;2;4;7;602
LOAN_003966;T;CUST_00500;4;A;A;0;20260525;12;11;0;20250625;104480;103600;0;0;0;0;4.64;0;0;1;20250525;;REGION_17;1;15;0.1259;2;4;14;644
LOAN_003967;V;CUST_00001;4;A;A;0;20250909;0;0;0;20250909;36030;39730;0;0;0;0;5.22;0;0;1;20250626;;REGION_1;1;12;0.2134;2;4;7;137
LOAN_003968;V;CUST_01016;4;A;A;0;20250924;3;3;0;20250725;779130;627860;2.83;5813.65;0;0;5.13;305.63;0;1;20250626;;REGION_6;1;15;0.1555;2;4;1;597
LOAN_003969;V;CUST_00034;4;A;A;0;20250909;0;1;0;20250909;50770;51990;0;0;0;0;4.78;0;0;1;20250626;;REGION_17;1;12;0.1389;2;4;14;995
LOAN_003970;V;CUST_02131;4;A;A;0;20260403;12;9;3;20250502;890860;871330;5.82;1387.27;0;0;4.88;65.90;0;1;20250403;;REGION_17;1;13;0.1336;2;4;7;7
LOAN_003971;V;CUST_00037;4;A;A;0;20250907;0;1;0;20250907;13010;14160;0;0;0;0;4.88;0;0;1;20250624;;REGION_1;1;12;0.2066;2;4;11;664
LOAN_003972;T;CUST_00005;4;A;A;0;20250824;1;0;0;20250824;24270;23820;0;0;0;0;4.89;0;0;1;20250610;;REGION_5;1;15;0.2521;2;4;12;670
LOAN_003973;T;CUST_02132;4;A;A;0;20260105;10;7;2;20250407;110810;65910;2.15;1634.86;0;0;4.53;67.63;0;1;20250307;;REGION_7;1;15;0.0674;2;4;11;731
LOAN_003974;V;CUST_00013;4;A;A;0;20250906;1;0;0;20250906;15810;16240;0;0;0;0;4.66;0;0;1;20250623;;REGION_9;1;14;0.1458;2;4;10;767
LOAN_003975;V;CUST_00037;4;A;A;0;20250802;0;0;0;20250802;44430;47000;0;0;0;0;5.33;0;0;1;20250519;;REGION_1;1;11;0.1397;2;4;14;165
LOAN_003976;V;CUST_00018;4;A;A;0;20250812;1;1;0;20250812;81250;64580;0;0;0;0;5.25;0;0;1;20250529;;REGION_12;1;12;0.1651;2;4;1;35
LOAN_003977;V;CUST_02133;4;A;A;50;20260409;12;9;2;20250509;166330;133080;1.88;1998.80;0;0;4.50;88.50;0;1;20250409;;REGION_39;1;13;0.0770;2;4;3;15
LOAN_003978;T;CUST_02134;4;A;A;30;20260408;11;10;2;20250508;213910;179050;1.88;2473.24;0;0;5.12;127.26;0;1;20250408;;REGION_8;1;15;0.1692;2;4;2;752
LOAN_003979;V;CUST_00014;4;A;A;0;20250819;1;0;0;20250819;46070;37960;0;0;0;0;4.78;0;0;1;20250605;;REGION_1;1;15;0.2204;2;4;3;236
LOAN_003980;V;CUST_00082;4;A;A;0;20250825;0;0;0;20250825;16500;16170;0;0;0;0;4.92;0;0;1;20250611;;REGION_31;1;12;0.0795;2;4;5;468
LOAN_003981;T;CUST_02135;4;A;A;0;20260407;10;10;1;20250507;176450;180970;1.84;2554.30;16.01;487.08;5.03;158.45;0;1;20250407;;REGION_22;1;14;0.0987;2;4;8;478
LOAN_003982;T;CUST_02136;4;A;A;0;20250909;2;3;0;20250711;82820;69990;6.98;4675.89;0;0;4.61;232.69;0;1;20250611;;REGION_20;1;14;0.0936;2;4;14;47
LOAN_003983;T;CUST_00005;4;A;A;0;20250902;1;1;0;20250902;7940;7240;0;0;0;0;4.82;0;0;1;20250619;;REGION_5;1;11;0.1902;2;4;15;644
LOAN_003984;T;CUST_02137;4;A;A;0;20251213;6;6;0;20250716;50410;48390;0;0;0;0;5.15;0;0;1;20250615;;REGION_2;1;11;0.1034;2;4;7;961
LOAN_003985;V;CUST_02138;4;A;A;0;20251208;5;5;0;20250711;562270;533280;5.32;22521.64;0;0;4.53;1258.20;0;1;20250610;;REGION_17;1;11;0.1712;2;4;6;497
LOAN_003986;V;CUST_02139;4;A;A;0;20260311;9;8;0;20250711;234870;197420;6.10;9276.84;0;0;4.61;544.58;0;1;20250611;;REGION_1;1;14;0.0550;2;4;13;109
LOAN_003987;V;CUST_01967;4;A;A;55;20260313;10;8;2;20250411;52380;44540;2.19;697.46;0;0;5.14;36.27;0;1;20250313;;REGION_1;1;14;0.2419;2;4;4;883
LOAN_003988;T;CUST_02140;4;A;A;0;20260404;12;9;2;20250502;94920;80220;2.61;62.57;13.92;12.33;4.73;3.12;0;1;20250404;;REGION_1;1;11;0.0561;2;4;13;708
LOAN_003989;T;CUST_00054;4;A;A;0;20250823;0;1;0;20250823;32790;33260;0;0;0;0;4.69;0;0;1;20250609;;REGION_1;1;15;0.1510;2;4;5;125
LOAN_003990;V;CUST_00047;4;A;A;0;20250901;0;1;0;20250901;42100;43740;0;0;0;0;5.30;0;0;1;20250618;;REGION_1;1;15;0.1347;2;4;6;307
LOAN_003991;V;CUST_02141;4;A;A;59;20260407;12;10;2;20250507;118630;117180;1.90;1875.03;0;0;5.11;95.67;0;1;20250407;;REGION_1;1;15;0.1211;2;4;10;431
LOAN_003992;T;CUST_02142;4;A;A;0;20251226;5;5;0;20250726;57760;60820;3.80;538.03;0;0;5.13;28.28;0;1;20250628;;REGION_32;1;14;0.1974;2;4;12;923
LOAN_003993;V;CUST_02143;4;A;A;0;20260225;12;7;3;20250328;292520;193030;2.34;1348.80;0;0;4.97;63.67;0;1;20250225;;REGION_6;1;15;0.1994;2;4;5;219
LOAN_003994;V;CUST_00019;4;A;A;0;20250909;1;0;0;20250909;36700;34000;0;0;0;0;4.90;0;0;1;20250626;;REGION_13;1;14;0.1623;2;4;10;688
LOAN_003995;T;CUST_02144;4;A;A;0;20250922;2;2;0;20250725;8730;7560;0;0;0;0;5.07;0;0;1;20250624;;REGION_76;1;12;0.0900;2;4;14;747
LOAN_003996;V;CUST_02145;4;A;A;0;20260310;13;9;3;20250410;100480;81060;6.47;4209.83;0;0;4.53;195.72;0;1;20250310;;REGION_22;1;15;0.0627;2;4;7;619
LOAN_003997;T;CUST_02146;4;A;A;44;20260327;11;8;2;20250425;174270;158580;2.52;1198.62;15.38;218.42;4.93;64.11;0;1;20250327;;REGION_6;1;17;0.3616;2;4;3;842
LOAN_003998;V;CUST_00047;4;A;A;0;20250908;0;0;0;20250908;39430;37760;0;0;0;0;4.51;0;0;1;20250625;;REGION_1;1;16;0.4041;2;4;3;960
LOAN_003999;T;CUST_02147;4;A;A;0;20260129;8;6;1;20250531;190110;176170;3.87;664.23;13.93;76.62;5.44;25.33;0;1;20250430;;REGION_20;1;17;0.2897;2;4;15;71
LOAN_004000;T;CUST_02148;4;A;A;27;20260407;11;9;1;20250507;121200;116380;1.70;1957.55;0;0;4.65;92.26;0;1;20250407;;REGION_22;1;20;0.2954;2;4;9;904
LOAN_004001;T;CUST_02149;4;A;A;52;20260417;11;10;2;20250517;52990;51240;0;0;0;0;4.61;0;0;1;20250417;;REGION_22;1;18;0.3839;2;4;12;956
LOAN_004002;V;CUST_00038;4;A;A;0;20250913;0;1;0;20250913;16340;20210;0;0;0;0;4.63;0;0;1;20250630;;REGION_1;1;20;0.5377;2;4;7;345
LOAN_004003;T;CUST_02150;4;A;A;0;20260408;11;9;1;20250508;49560;37670;1.82;752.26;0;0;5.47;32.90;0;1;20250408;;REGION_9;1;18;0.5285;2;4;6;70
LOAN_004004;V;CUST_02151;4;A;A;0;20250922;3;3;0;20250725;527530;494670;2.93;4419.53;0;0;4.61;261.16;0;1;20250624;;REGION_33;1;16;0.3670;2;4;6;707
LOAN_004005;V;CUST_02152;4;A;A;0;20260530;10;11;0;20250630;429330;408520;4.45;2909.95;0;0;5.29;117.17;0;1;20250530;;REGION_1;1;20;0.2521;2;4;12;581
LOAN_004006;V;CUST_00001;4;A;A;0;20250907;1;0;0;20250907;41590;42180;0;0;0;0;4.98;0;0;1;20250624;;REGION_1;1;17;0.7428;2;4;1;808
LOAN_004007;V;CUST_02153;4;A;A;0;20251229;6;5;0;20250729;79040;87280;6.37;569.06;0;0;4.58;31.10;0;1;20250701;;REGION_73;1;20;0.2581;2;4;4;545
LOAN_004008;V;CUST_02154;4;A;A;0;20251211;6;5;0;20250714;348190;347060;6.25;10802.04;0;0;4.89;621.18;0;1;20250613;;REGION_43;1;20;0.5503;2;4;4;246
